section,exercise_number,mode,exercise_text,graphic,a-C++,b-C++,c-C++,d-C++,e-C++,f-C++,a-C,b-C,c-C,d-C,e-C,f-C,a-Pascal,b-Pascal,c-Pascal,d-Pascal,e-Pascal,f-Pascal,answer,solution
Varianta 25,25.1.,Dual,Se dă o variabilă $a$ care reține un număr natural nenul. Care dintre următoarele expresii are valoarea 0 / false?,N/A,a*(a+1)/2<a*a+1,4*a*(a-1)<a*a-2,a>0 \&\& (a \% 10+(a+1) \% 10),a \% 2+(a+1) \% 2==1,(a-1)*(a+1)>a*a-2,a*(a+1)>=a*a+1,a*(a+1)/2<a*a+1,4*a*(a-1)<a*a-2,a>0 \&\& (a \% 10+(a+1) \% 10),a \% 2+(a+1) \% 2==1,(a-1)*(a+1)>a*a-2,a*(a+1)>=a*a+1,a*(a+1) DIV 2<a*a+1,4*a*(a-1)<a*a-2,a>0 AND (a MOD 10+(a+1) MOD 10),a MOD 2+(a+1) MOD 2=1,(a-1)*(a+1)>a*a-2,a*(a+1)>=a*a+1,b,"Răspuns corect: b) $4 *a* (a-1) <a*a-2$\\
Indicații: $4 * a *(a-1)<a * a-2$ se scrie astfel: $3 a^{2}-4 a+2<0$, unde discriminantul ecuației este $\Delta=-8$, rezultă că expresia va fi pozitivă mereu.\\"
Varianta 25,25.2.,Single,"În secvența de program variabilele $\mathbf{i}$ și $\mathbf{j}$ sunt de tip întreg iar $\mathbf{A}$ este un tablou bidimensional cu 5 linii și 5 coloane numerotate de al 0 la 4,
$A=\left(\begin{array}{lllll}1 & 2 & 3 & 4 & 5",N/A,167238945,127834905,549832761,509438721,127850943,509412783,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) 167238945\\
Indicații:\\ \begin{tabular}{|l|l|l|l|} \hline & & & Se afișează \\ \hline & $i=4$ & $j=0$ & $A[4][0]=1$ \\ \hline $j<>4$ (A) & $i=3$ & $j=0$ & $A[3][0]=6$ \\ \hline & $i=3$ & $j=1$ & $A[3][1]=7$ \\ \hline $j<>4$ (A) & $i=2$ & $j=1$ & $A[2][1]=2$ \\ \hline & $i=2$ & $j=2$ & $A[2][2]=3$ \\ \hline $j<>4$ (A) & $i=1$ & $j=2$ & $A[1][2]=8$ \\ \hline & $i=1$ & $j=3$ & $A[1][3]=9$ \\ \hline $j<>4$ (A) & $i=0$ & $j=3$ & $A[0][3]=4$ \\ \hline & $i=0$ & $j=4$ & $A[0][4]=5$ \\ \hline $j<>4$ (F) & & & \\ \hline \end{tabular}\\"
Varianta 25,25.3.,Single,Fie o coadă inițial vidă. Cu ajutorul subprogramelor $Ad(x)$ respectiv $El()$ este adăugat elementul $x$ respectiv șters un element din coadă. Care va fi suma elementelor din coadă în urma executării operațiilor următoare? Ad (3) El() Ad (7) Ad (9) El () Ad (5) Ad (2) El(),N/A,12,14,10,15,7,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 7\\
Indicații:\\ Ad(3) $\Rightarrow$ 3\\ El() $\Rightarrow$ coadă goală\\ Ad(7) $\Rightarrow$ 7\\ Ad(9) $\Rightarrow$ 7 9\\ El() $\Rightarrow$ 9\\ Ad(5) $\Rightarrow$ 9 5\\ Ad(2) $\Rightarrow$ 9 5 2\\ El() $\Rightarrow$ 5 2\\"
Varianta 25,25.4.,Single,Fie $M=\left(\begin{array}{llllll}0 & 0 & 0 & 1 & 0 & 1,N/A,0,1,2,3,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) 2\\
Indicații:\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-290(6).jpg} \end{center}\\ Componenta conexă I este formată din nodurile: 1, 4, 6\\ Componenta conexă II este formată din nodurile: 2, 3, 5\\"
Varianta 25,25.5.,Single,"Numărul de noduri și numărul de frunze ale arborelui cu rădăcină memorat în următorul vector de tați $(0, 1, 1, 2, 2, 3, 6, 7, 7)$ este:",N/A,9 0,9 5,8 4,1 2,8 3,9 4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) 9 4\\
Indicații: Figura arborelui\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-291.jpg} \end{center}\\"
Varianta 25,25.6.,Single,"Se dă mulțimea $A={1,2,3,4}$. Un algoritm generează în ordine crescătoare, toate numerele naturale de $n$ cifre, folosind cifre din mulțimea $A$, numere care au suma cifrelor egală cu 6. Dacă pentru $n=3$, primele trei soluții generate sunt, în ordine, 114, 123, 132, numărul de ordine al soluției 312 este:",N/A,4,5,6,7,8,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 8\\
Indicații: 114, 123, 132, 141, 213, 222, 231, 312.\\"
Varianta 25,25.7.,Single,"Variabila $i$ memorează un număr natural, iar variabila $a$ memorează șirul examen. În urma executării următoarelor instrucțiuni se va afișa:
\begin{verbatim}
Limbajul C++/C
for(i=0;i<5;i++)
    if(a[i]<a[i+1])
        a[i]=a[i+1];
cout<<a; | printf(""%s"",a);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
for i:=0 to 4 do
    if a[i]<a[i+1] then
        a[i]:=a[i+1];
write(a);
\end{verbatim}",N/A,xxmmnn,exmmnn,fxbmfn,exxxxn,xamenn,nemaxe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) xxmmnn\\
Indicații: Instrucțiunea repetitivă for parcurge șirul ""examen"" până la penultimul caracter inclusiv și verifică dacă valoarea elementului de pe poziția $i$ este strict mai mică din punct de vedere lexicografic decât valoarea elementului următor, $a[i+1]$. Dacă acest element este strict mai mic decât următorul, lui $a[i]$ i se atribuie valoarea lui $a[i+1]$.\\"
Varianta 25,25.8.,Single,"Fie subprogramul recursiv:
\begin{verbatim}
Limbajul C++/C
void numar(int n)
{
    if(n<=100)
        cout<<'\n'; | printf(""\n"");
    else
    {
        if(n%10<5)
            cout<<n%10; | printf(""%d"", n%10);
        numar(n/10);
        if(n%10>5)
            cout<<n%10; | printf(""%d"", n%10);
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
procedure numar(n: longint);
begin
    if n<=100 then
        writeln
    else
        begin
            if n mod 10< 5 then
                write (n mod 10);
            numar(n div 10);
            if n mod 10> 5 then
                write(n mod 10)
    end
end;
\end{verbatim}
În urma apelului numar (824972345) se va afișa:",N/A,"4324
   79","4324
   97","4234
   79","4234
   97","3244
   97","2443
   97",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) \\
Indicații: Deoarece există o instrucțiune if cu condiția $\mathrm{n}<=100$, înseamnă că funcția numar se va opri când $\mathrm{n}=82$. Până atunci va verifica fiecare cifră a numărului $\mathrm{n}$. Dacă cifra este mai mică decât 5 aceasta va fi afișată imediat deoarece afișarea se face înainte de reapelarea funcției (de aici cifrele 4, 3, 2 și 4). Dacă cifra este mai mare decât 5 (cifrele 9 și 7) aceasta va fi afișată la sfârșit, în ordine inversă a găsirii ei, deoarece afișarea se execută după reapelarea funcției.\\"
Varianta 25,25.9.,Single,"În urma executării următoarelor instrucțiuni se va afișa valoarea:
\begin{verbatim}
Limbajul C++/C
int a=360,b=0,c=2;
while(a!=1)
{
    if(!(a%c))
    {
        while(!(a%c))
            a/=c;
        b++;
    }
    c++;
}
cout<<b; | printf(""%d"", b);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var a,b,c:integer;
begin
    a:=360; b:=0; c:=2;
    while a<>1 do
    begin
        if a mod c=0 then
        begin
            while a mod c=0 do
                a:=a div c;
            b:=b+1
        end;
        c:=c+1
    end;
    write(b)
end.
\end{verbatim}",N/A,2,3,4,5,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) 3\\
Indicații: Liniile de cod află câți divizori primi are valoarea memorată în variabila $a$. Variabila $c$, care inițial are valoarea 2, este incrementată cu 1 până când valoarea variabilei $a$ devine 1. Valoarea variabilei $a$ ajunge la 1 deoarece este împărțită, pe rând, dacă este posibil, la valorile luate de variabila $c$. De câte ori se găsește un număr în variabila $c$ care divide valoarea variabilei $a$, valoarea variabilei $b$ crește cu 1.\\"
Varianta 25,25.10.,Single,"Fie tablou unidimensional $v=(5,8,1,3,6,7,4,9)$, elementele fiind numerotate de la 0 la 7. După executarea următoarelor instrucțiuni, tabloul unidimensional $v$ va conține valorile:
\begin{verbatim}
Limbajul C++/C
i=0;
while(i<=3)
{
    if(v[i]<5)
        v[i]=2*v[i];
    if(v[7-i]>v[i])
        v[7-i]=v[7-i]-v[i];
    i=i+1;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
i:=0;
while i<=3 do
begin
if v[i]<5 then
    v[i]:=2*v[i];
if v[7-i]>v[i] then
    v[7-i]:=v[7-i]-v[i];
i:=i+1
end;
\end{verbatim}",N/A,"$v=(5,8,2,6,6,4,4,3)$","$v=(5,8,2,6,6,7,8,9)$","$v=(5,8,2,6,6,5,4,4)$","$v=(5,8,2,6,6,6,4,4)$","$v=(5,8,8,6,6,4,4,4)$","$v=(5,5,2,2,6,6,4,4)$",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) $v=[5,8,2,6,6,5,4,4]$
Indicații:\\ \begin{tabular}{|l|ll|l|ll|l|} \hline $\mathrm{i}=0$ & $\mathrm{v}[0]<5$ & (F) & $\mathrm{v}[0]=5$ & $\mathrm{v}[7]>\mathrm{v}[0]$ & (A) & $\mathrm{v}[7]=4$ \\ \hline $\mathrm{i}=1$ & $\mathrm{v}[1]<5$ & (F) & $\mathrm{v}[1]=8$ & $\mathrm{v}[6]>\mathrm{v}[1]$ & (F) & $\mathrm{v}[6]=4$ \\ \hline $\mathrm{i}=2$ & $\mathrm{v}[2]<5$ & (A) & $\mathrm{v}[2]=2$ & $\mathrm{v}[5]>\mathrm{v}[2]$ & (A) & $\mathrm{v}[5]=5$ \\ \hline $\mathrm{i}=3$ & $\mathrm{v}[3]<5$ & (A) & $\mathrm{v}[3]=6$ & $\mathrm{v}[4]>\mathrm{v}[3]$ & (F) & $\mathrm{v}[4]=6$ \\ \hline \end{tabular}\\"
Varianta 25,25.11.,Single,"Variabilele $s$, $i$, $c$ sunt de tip întreg. Variabila $c$ memorează un număr natural par. În urma executării secvenței de instrucțiuni, variabila $s$ are valoarea:
\begin{verbatim}
Limbajul C++/C
s=0;
for (i=1;i<=c/2;i++)
    s=s+i;
s=2*s;
cout<<s; | printf(""%d"", s);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
s:=0;
for i:=1 to (c DIV 2) do
    s:=s+i;
s:=s*2;
write(s);
\end{verbatim}",N/A,$\frac{c \cdot(c+1)}{2}$,$c \cdot(c+1)$,$\frac{c \cdot(c+1)}{4}$,$\frac{c \cdot(c+2)}{4}$,$\frac{c \cdot(c-1)}{2}$,$\frac{c \cdot(c-1)}{4}$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) $\frac{c \cdot(c+2)}{4}$\\
Indicații: $2+4+6+\cdots+n=2 *\left(1+2+3+\cdots+\frac{n}{2}\right)=2 * \frac{\frac{n}{2} *\left(\frac{n}{2}+1\right)}{2}$.\\ Instrucțiunea repetitivă for calculează suma $1+2+3+\cdots+\frac{n}{2}$.\\"
Varianta 25,25.12.,Single,"Variabilele $i$ și $c$ sunt de tip întreg, iar tabloul unidimensional $a$ are valorile ($1,2,3,4,5,6,7$), primul element se află pe poziția 1 , al doilea element se află pe poziția 2 , ș.a.m.d. În urma executării instrucțiunilor, tabloul $a$ va conține valorile:
\begin{verbatim}
Limbajul C++/C
for(i=1;i<=7;i++)
{   int c;
    c=a[i];
    a[i]=a[7-i+1];
    a[7-i+1]=c;
}
Limbajul Pascal
for i:=1 to 7 do begin
    c:=a[i];
    a[i]:=a[7-i+1];
    a[7-i+1]:=c
end;
\end{verbatim}",N/A,1 2 3 4 5 6 7,7 6 5 4 3 2 1,7 6 5 4 5 6 7,1 2 3 4 3 2 1,4 3 2 1 2 3 4,4 5 6 7 6 5 4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) 1 2 3 4 5 6 7\\
Indicații:\\ \begin{tabular}{|l|l|l|} \hline$i=1$ & $a[1]=7$ & $a[7]=1$ \\ \hline$i=2$ & $a[2]=6$ & $a[6]=2$ \\ \hline$i=3$ & $a[3]=5$ & $a[5]=3$ \\ \hline$i=4$ & $a[4]=4$ & $a[4]=4$ \\ \hline$i=5$ & $a[5]=3$ & $a[3]=5$ \\ \hline$i=6$ & $a[6]=2$ & $a[2]=6$ \\ \hline$i=7$ & $a[7]=1$ & $a[1]=7$ \\ \hline \end{tabular}\\"
Varianta 25,25.13.,Single,"În urma executării următorului program se va afișa:
\begin{verbatim}
Limbajul C++/C
int main()
{
    int c,i,nr=0;
    for(i=200; i<=300; i++)
    {
        c=i;
        while(c!=0)
        {
            if(c%2==1)
                nr++;
            c=c/10;
        }
    }
cout<<nr; | printf(""%d"", nr);
return 0;}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var nr, i, c:integer;
begin
nr:=0;
for i:=200 to 300 do
    begin
        c:=i;
        while c<>0 do
        begin
            if c mod 2 = 1 then
                nr:=nr+1;
            c:=c div 10
        end
    end;
write(nr)
end.
\end{verbatim}",N/A,50,99,100,101,102,103,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 101\\
Indicații: Instrucțiunile respective numără căte cifre impare există, în total, în intervalul $[200,300]$. Prin urmare, pe poziția cifrei sutelor, o cifră impară va apărea doar pentru numărul 300.\\ Pe poziția zecilor, o cifră impară se va regăsi de exact 50 de ori în acest interval, pentru numerele de forma $\overline{2 a b}$ unde $a \in\{1, 3, 5, 7, 9\}$ iar $b \in\{0,1,2, \ldots, 9\}$.\\ Cifra unităților va avea o valoare impară pentru numere de forma $\overline{2 a b}$, unde $a \in$ $\{0,1,2, \ldots, 9\}$, iar $b \in\{1,3,5,7,9\}$. Putem deduce de aici că în intervalul $[200,300]$ pe poziția cifrei unităților vom regăsi o cifră impară de exact 50 de ori.\\ Pe poziția sutelor există o singură cifră impară. Deci $50+50+1=101$.\\"
Varianta 25,25.14.,Single,"Subprogramul $mat$ definit mai jos, cu doi parametri: $n$, prin care primește un număr natural nenul ($n \leq 100$), $d$, prin care primește elementele unui tablou bidimensional cu $n$ linii și $n$ coloane, numerotate de la 1 la $n$, determină:
\begin{verbatim}
Limbajul C++/C
int mat(int n, int d[][100])
{int e[100][100],i,j,k,p,matrice=0;
    if(n==1) {matrice=d[1][1];
                    return matrice;}
    else
    {
        for(i=1;i<=n;i++)
        {
            for(k=2;k<=n;k++)
                for(j=1;j<i;j++)
                    e[k-1][j]=d[k][j];
            for(k=2;k<=n;k++)
                for(j=i+1;j<=n;j++)
                    e[k-1][j-1]=d[k][j];
            if((i+1)%2==0) p=1;
            else p=-1;
    matrice=matrice+p*d[1][i]*mat(n-1,e);}
    return matrice;
    } }
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
type matrix = array[1..100,1..100] of integer;
function mat(n:integer; d:matrix):integer;
var e: matrix;
            i,j,k,p,matrice: integer;
begin
matrice:=0;
if n=1 then
begin
    matrice:=d[1][1];
    mat:=matrice;
end
else
begin
    for i:=1 to n do
        begin
        for k:=2 to n do
            for j:=1 to i-1 do
                e[k-1][j]:=d[k][j];
        for k:=2 to n do
            for j:=i+1 to n do
                e[k-1][j-1]:=d[k][j];
        if (i+j) MOD 2 =0 then
            p:=1
        else p:=-1;
        matrice:=matrice+p*d[1][i]*mat(n-1,e);
        end;
    mat:=matrice end end;
\end{verbatim}",N/A,pătratul matricei,transpusa matricei,determinantul matricei,matricea inversă,înmulțirea a două matrice,înmulțirea matricei cu o constantă,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) determinantul matricei\\
Indicații: Subprogramul mat calculează recursiv determinantul matricei $d$, primită ca parametru, prin descompunerea acesteia după linii și coloane.\\ În variabila $e$, declarată tot ca tablou bidimensional, este reținută matricea rezultată după descompunerea matricei inițiale, în funcție de elementul $d[i][j]$. Prin urmare, tabloul bidimensional $e$ va reține o matrice de $n-1$ linii și $n-1$ coloane.\\ Aceasta metodă se aplică recursiv până când matricea reținută în tabloul bidimensional $e$ va avea un singur element.\\"
Varianta 25,25.15.,Single,"În urma executării subprogramului, pentru parametrii $v$, $n$, $k$, cu valorile de intrare $v=\left(\begin{array}{llll}0 & 1 & 2 & 3",N/A,5143073692852140,5417032963258410,0148523692307145,0412582963703415,0167093290672145,5498563245014398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) 5417032963258410\\
Indicații: În cazul de față, funcția recursivă denumită afis se va opri în momentul în care $k$ devine 1. De menționat că, în cazul de față, $k$ pornește de la valoarea 8, care este valoarea sumei indicilor lui $a[4][4]$, elementul din dreapta jos.\\ Valoarea variabilei $k$ scade cu 1 la fiecare reapelare a funcției. Pentru $k$ par se vor afișa elementele de la stânga spre dreapta iar pentru $k$ impar se vor afișa elementele de la dreapta spre stânga.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-337.jpg} \end{center}\\ $V=\left(\begin{array}{llll} 0 & 1 & 2 & 3 \\ 4 & 5 & 6 & 7 \\ 8 & 9 & 0 & 1 \\ 2 & 3 & 4 & 5 \end{array}\right)$\\"
Varianta 26,26.1.,Dual,Se dă o variabilă $a$ care reține un număr natural nenul. Expresia care are valoarea 0 / false pentru orice număr natural nenul $a$ este:,N/A,(a / 3+a / 7) \% 9,(a \% 10+a \% 100 / 10) / 10,((10-a \% 10)+(10-a \% 100 / 10)) / 10,(a \% 5+a \% 7) / 10,(a \% 3+a \% 7) / 9,(a \% 10+a / 10) / 9,(a / 3+a / 7) \% 9,(a \% 10+a \% 100 / 10) / 10,((10-a \% 10)+(10-a \% 100 / 10)) / 10,(a \% 5+a \% 7) / 10,(a \% 3+a \% 7) / 9,(a \% 10+a / 10) / 9,(a DIV 3+a DIV 7) MOD 9,((a MOD 10)+(a MOD 100) DIV 10) DIV 10,((10-(a MOD 10))+(10-(a MOD 100) DIV 10)) DIV 10,(a MOD 4+a MOD 6) DIV 10,(a MOD 3+a MOD 7) DIV 9,(a MOD 10+a DIV 10) DIV 9,e,"Răspuns corect: e) C++: $(a \% 3+a \% 7) / 9$\\ Pascal: (a MOD 3+a MOD 7) DIV 9\\
Indicații: Restul împărțirii unui număr la 3 poate fi 0, 1 sau 2. Restul împărțirii unui număr la 7 poate fi maxim 6. În concluzie, suma acestor două resturi nu poate fi mai mare de 8.\\"
Varianta 26,26.2.,Single,"Se dă un tablou unidimensional $v=(3,5,8,4,2,6,9,1)$ în care primul element se află pe poziția 0 și $i$ o variabilă de tip întreg. În urma executării secvenței de instrucțiuni, elementele tabloului unidimensional $v$ sunt:
\begin{verbatim}
Limbajul C++/C
i=0;
while(i<=6)
{
    j=i+1;
    v[i]=v[i]+v[j];
    v[j]=v[i]-v[j];
    v[i]=v[i]-v[j];
    i=i+2;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal 
i:=0;
while i<=6 do
begin
    j:=i+1;
    v[i]:=v[i]+v[j]; 
    v[j]:=v[i]-v[j];
    v[i]:=v[i]-v[j];
    i:=i+2
end;
\end{verbatim}",N/A,"$v=(5,8,4,2,6,9,1,3)$","$v=(5,3,4,8,6,2,1,9)$","$v=(11,3,20,8,10,2,19,9)$","$v=(5,-7,4,0,6,10,1,6)$","$v=(3,1,9,6,2,4,8,5)$","$v=(9,1,2,6,8,4,3,5)$",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) $v=(5,3,4,8,6,2,1,9)$\\
Indicații: Instrucțiunile din cadrul instrucțiunii repetitive while (C++: $v[i]=v[i]+v[j]$; $v[j]=v[i]-v[j]$; $v[i]=v[i]-v[j]$; sau Pascal: $v[i]:=v[i]+v[j]$; $v[j]:=v[i]-v[j]$; $v[i]:=v[i]-v[j]$;) interschimbă valoarea aflată în $v[i]$ cu valoarea aflată în $v[j]$.\\ \begin{tabular}{|c|c|c|c|} \hline$i=0$ & $j=1$ & $v[0]=5$ & $v[1]=3$ \\ \hline$i=2$ & $j=3$ & $v[2]=4$ & $v[3]=8$ \\ \hline$i=4$ & $j=5$ & $v[4]=6$ & $v[5]=2$ \\ \hline$i=6$ & $j=7$ & $v[6]=1$ & $v[7]=9$ \\ \hline \end{tabular}\\"
Varianta 26,26.3.,Single,"Ș̦tiind că variabila $i$ este de tip întreg și variabila $a$ de tip șir de caractere reține cuvântul politehnica, în urma executării instrucțiunilor se va afișa:
\begin{verbatim}
Limbajul C++/C
for(i=0;i<=7;i++)
    if(a[i]<'n')
        a[i]='A'-'a'+a[i];
cout<<a; | printf(""%s"", a);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
for i:=1 to 8 do
    begin
        if a[i]<'n' then
            a[i]:=upcase(a[i])
    end;
write(a);
\end{verbatim}",N/A,poLItEHnICA,POliTehnica,POliTehnica,POliTehNICA,poliTEHNICA,polItEHnica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) poLItEHnica\\
Indicații: Toate literele mai mici decât litera $n$, în ordine alfabetică, până la poziția 7 din șirul de caractere memorat în variabila $a$, sunt transformate în litere mari (spre exemplu: $l$ devine $L$).\\"
Varianta 26,26.4.,Single,"Fie un tablou bidimensional $A$, cu 4 linii și 4 coloane numerotate de la 0 la 3 care conține elemente de tip întreg și două variabile $i$ și $j$ de tip întreg. Valorile ce vor fi reținute în tabloul bidimensional $A$ după executarea următoarelor instrucțiuni sunt:
\begin{verbatim}
Limbajul C++/C
i=3;
while(i>=0)
{
    j=3;
    while(j>=0)
    {
        if((i+j)%2==0)
            A[i][j]=i+j;
        else
            if(i>j) A[i][j]=i;
            else A[i][j]=j;
        j--;
    }
    i--;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
i:=3;
while i>=0 do
    begin
    j:=3;
    while j>=0 do
        begin
        if (i+j) MOD 2 =0 then
            A[i,j]:=i+j
        else
            if i>j then
                A[i,j]:=i
            else
                A[i,j]:=j;
        j:=j-1
        end;
    i:=i-1
    end;
\end{verbatim}",N/A,$A=\left(\begin{array}{llll}0 & 0 & 2 & 0,$A=\left(\begin{array}{llll}0 & 1 & 0 & 3,$A=\left(\begin{array}{llll}0 & 1 & 2 & 3,$A=\left(\begin{array}{llll}0 & 1 & 2 & 3,$A=\left(\begin{array}{llll}0 & 2 & 1 & 3,$A=\left(\begin{array}{llll}0 & 2 & 1 & 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) $A=\left(\begin{array}{llll}0 & 1 & 2 & 3 \\ 1 & 2 & 2 & 4 \\ 2 & 2 & 4 & 3 \\ 3 & 4 & 3 & 6\end{array}\right)$\\
Indicații: Cele două instrucțiuni repetitive while parcurg toate elementele tabloului bidimensional $A$. Elementele care respectă condiția instrucțiunii if ($i+j$ să fie par) sunt: $A[0][0]=0$, $A[0][2]=2$, $A[1][1]=2$, $A[1][3]=4$, $A[2][0]=2$, $A[2][2]=4$, $A[3][1]=4$ și $A[3][3]=6$.\\ Celelalte elemente au valoarea celui mai mare dintre indicii $i$ și $j$: $A[0][1]=1$, $A[0][3]=3$, $A[1][0]=1$, $A[1][2]=2$, $A[2][1]=2$, $A[2][3]=3$, $A[3][0]=3$ și $A[3][2]=3$.\\"
Varianta 26,26.5.,Single,"Fie o stivă inițial vidă. Cu ajutorul subprogramelor $Ad(x)$, respectiv $El()$ este adăugat elementul $x$, respectiv șters un element din stivă. Suma elementelor din stivă după executarea operațiilor următoare este: Ad (3) Ad (7) Ad (5) El() El() Ad (8)",N/A,3,7,10,11,12,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 11\\
Indicații:\\ \begin{tabular}{|l|l|l|l|l|l|} \hline Ad (3) & Ad (7) & Ad (5) & El () & El () & Ad (8) \\ \hline $\square$ & & 5 & $\square$ & $\square$ & $\square$ \\ \hline & 7 & 7 & 7 & & 8 \\ \hline 3 & 3 & 3 & 3 & 3 & 3 \\ \hline \end{tabular}\\"
Varianta 26,26.6.,Single,"Se dă mulțimea $A={1,4,5,8,9}$. Un algoritm generează în ordine crescătoare, toate numerele naturale de $n$ cifre, folosind cifre distincte din mulțimea $A$, care nu au alăturate cifre de aceeași paritate. Dacă pentru $n=4$, primele patru soluții generate sunt: 1458, 1498, 1854, 1894, numărul de soluții pe care le va genera algoritmul este:",N/A,12,16,20,24,28,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 24\\
Indicații: 4a8b (4185, 4189, 4581, 4589, 4981, 4985) - 6 numere\\ 8a4b-6 numere\\ a4b8-6 numere\\ a8b4-6 numere\\"
Varianta 26,26.7.,Single,Șirul care poate reprezenta valorile gradelor nodurilor unui graf neorientat cu 6 noduri este:,N/A,2 5 0 2 1 2,2 2 1 1 1 2,2 2 7 2 2 1,2 2 0 0 4 2,2 3 1 1 2 2,2 2 2 1 1 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) 2 2 2 1 1 2\\
Indicații: Nodul cu numărul 2 din varianta de răspuns a) indică faptul că este adiacent cu 5 noduri chiar dacă gradul nodului 3 este 0. Același raționament se aplică și pentru varianta d). Într-un graf neorientat suma gradelor tuturor nodurilor trebuie să fie un număr par. Prin urmare variantele b) și e) sunt false. Nodul cu numărul 3 din varianta de răspuns c) are gradul 7 chiar dacă graful are 6 noduri.\\"
