"section","exercise_number","mode","exercise_text","graphic","a-C++","b-C++","c-C++","d-C++","e-C++","f-C++","a-C","b-C","c-C","d-C","e-C","f-C","a-Pascal","b-Pascal","c-Pascal","d-Pascal","e-Pascal","f-Pascal"
"Varianta 26","26.5.","Single","Fie o stivă inițial vidă. Cu ajutorul subprogramelor $Ad(x)$, respectiv $El()$ este adăugat elementul $x$, respectiv șters un element din stivă. Suma elementelor din stivă după executarea operațiilor următoare este: Ad (3) Ad (7) Ad (5) El() El() Ad (8)","N/A","3","7","10","11","12","13","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 26","26.6.","Single","Se dă mulțimea $A={1,4,5,8,9}$. Un algoritm generează în ordine crescătoare, toate numerele naturale de $n$ cifre, folosind cifre distincte din mulțimea $A$, care nu au alăturate cifre de aceeași paritate. Dacă pentru $n=4$, primele patru soluții generate sunt: 1458, 1498, 1854, 1894, numărul de soluții pe care le va genera algoritmul este:","N/A","12","16","20","24","28","30","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 26","26.7.","Single","Șirul care poate reprezenta valorile gradelor nodurilor unui graf neorientat cu 6 noduri este:","N/A","2 5 0 2 1 2","2 2 1 1 1 2","2 2 7 2 2 1","2 2 0 0 4 2","2 3 1 1 2 2","2 2 2 1 1 2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 26","26.8.","Single","Șirul de valori care poate fi vectorul de tați al unui arbore cu 8 noduri este:","N/A","T=(0 1 8 3 2 5 5 4)","T=(0 3 7 2 4 5 8 3)","T=(0 1 1 2 4 5 8 7)","T=(0 5 7 3 1 3 1 2)","T=(0 1 0 2 4 6 3 3)","T=(8 5 7 3 1 3 1 2)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 26","26.9.","Single","Știind că $i$, $j$, $s$ și $a$ sunt patru variabile de tip întreg, pentru orice valoare naturală nenulă a variabilei $a$, după executarea instrucțiunilor, valoarea afișată corespunde formulei matematice:
\begin{verbatim}
Limbajul C++/C
s=0;
for(i=1;i<=a;i++)
{
    j=1;
    while(j<=i)
    {
        s++;
        j++;
    }
    j=i+1;
    do
    {
        s++;
        j++;
    } while(j<=a);
}
cout<<s--; | printf(""%d"", s--);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
s:=0;
for i:=1 to a do
begin
    j:=1;
    while j<=i do
    begin
        s:=s+1;
        j:=j+1
    end;
    j:=i+1;
    repeat
        s:=s+1;
        j:=j+1;
    until j>a;
end;
write(s);
\end{verbatim}","N/A","$a(a+1)$","$a^{2}+1$","$a^{2}$","$a^{2}-1$","$a(a-1)$","$2 a^{2}-1$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 26","26.10.","Single","Subprogramul $afis$ primește ca parametru un tablou bidimensional $v$ cu $n$ linii și $n$ coloane, numerotate de la 1 la $n$, unde $v=\left(\begin{array}{llll} 0 & 1 & 2 & 3","N/A","08523075","57032580","02587035","53078520","35087250","70358520","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 26","26.11.","Single","Știind că subprogramul $functie$ corespunde funcției matematice $f(x)=3 \cdot x-1$, pentru orice $x$ număr întreg, $abc(t, c)$ va calcula:
\begin{verbatim}
Limbajul C++/C
int functie(int x)
{return 3*x-1;}
int abc(int t, int c)
{   if(c==0) return t;
    else
        return abc(functie(t),c-1);}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function functie(var x:integer):integer;
begin
    functie:=3*x-1
end;
function abc(t,c:integer):integer;
begin
    if c=0 then
        abc:=t
    else
        abc:=abc(functie(t),c-1)
end;
\end{verbatim}","N/A","$\underbrace{f(t) \circ \ldots \circ f(t)}_{c-1}$","$\underbrace{f(t)+\cdots+f(t)}_{c-1}$","$f(t)^{c}$","$c * f(t)$","$(c-1) * f(t)$","$\underbrace{f(t) \circ \ldots \circ f(t)}_{c}$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 26","26.12.","Single","După executarea următoarelor instrucțiuni se va afișa:
\begin{verbatim}
Limbajul C++/C
char a[20][20];
int i;
strcpy(a[1],""bacalaureat"");
strcpy(a[2],""liceu"");
strcpy(a[3],""examene"");
strcpy(a[4],""politehnica"");
for(i=1;i<=4;i++)
        cout<<a[i][2*i]; | printf(""%d"", a[i][2*i]);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var a:array[1..20] of string;
    i:integer;
begin
a[1]:='bacalaureat';
a[2]:='liceu';
a[3]:='examene';
a[4]:='politehnica';
for i:=1 to 4 do
    write(a[i,2*i+1])
end.
\end{verbatim}","N/A","aenn","teen","cunc","cuei","bceh","ceen","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 26","26.13.","Single","Următoarele instrucțiuni vor afișa:
\begin{verbatim}
Limbajul C++
int f1(int x, int &y)
{
    x=x+2;
    y=y-1;
    return x+y;
    x=x+1;
}
int main()
{
    int n=3,m=6;
    cout<<<f1 (f1 (m,n) ,m);
    cout<<"" ""<<m;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
int f1(int x, int *y)
{
    x=x+2;
    *y=*y-1;
    return x+*y;
    x=x+1;
}
int main()
{
    int n=3,m=6;
    printf(""%d "", f1(f1 (m,&n) ,&m)) ;
    printf(""%d"", m);
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f1(x:integer; var y: integer):integer;
begin
    x:=x+2;
    y:=y-1;
    f1:=x+y;
    x:=x+1
end;
var m,n:integer;
begin
    m:=6;
    n:=3;
    write (f1 (f1 (m, n) , m),' ', m)
end.
\end{verbatim}","N/A","17 5","17 6","10 5","10 6","11 6","10 7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 26","26.14.","Single","Valorile care vor fi memorate în tabloul bidimensional $b$, cu liniile și coloanele numerotate de la 1 la $n$, după apelul $matrice(a, b, n, q)$, unde $a=(\begin{array}{lll}{2}&{3}&{4}\{3}&{4}&{5}\{4}&{5}&{6}\end{array})$, $b=O_{3}$, $n=3$, $q=2$, sunt:
\begin{verbatim}
Limbajul C++/C
void matrice(int a[][100], int b[][100], int n, int q)
{   int i,j,k;
    if(q>1)
    {
        for(i=1;i<=n;i++)
            for(j=1;j<=n;j++)
                for(k=1;k<=n;k++)
                    b[i][j]=b[i][j]+a[i][k]*a[k][j];
        matrice(a,b,n,q-1);
    }
}
Limbajul Pascal
type matrix = array [1..100,1..100] of integer;
procedure matrice(a:matrix; b:matrix; n:integer; q:integer);
var i,j,k: integer;
begin
    if q>1 then
    begin
    for i:=1 to n do
        for j:=1 to n do
            for k:=1 to n do
                b[i,j]:=b[i,j]+a[i,k]*a[k,j];
    matrice(a,b,n,q-1)
    end
end;
\end{verbatim}","N/A","$b=\left(\begin{array}{lll}2 & 3 & 4","$b=\left(\begin{array}{lll}47 & 38 & 29","$b=\left(\begin{array}{ccc}4 & 6 & 8","$b=\left(\begin{array}{ccc}4 & 9 & 16","$b=\left(\begin{array}{lll}29 & 38 & 47","$b=\left(\begin{array}{lll}77 & 62 & 47","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 26","26.15.","Single","În urma executării programului de mai jos se afișează:
\begin{verbatim}
Limbajul C++
#include <iostream>
using namespace std;
void functie(int &a,int &b)
{   b=3*b;
    a=2*a;}
int main()
{   int n=4;
    functie(n,n);
    cout<<n;}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include <stdio.h>
void functie(int *a, int *b)
{   *b=3*(*b);
    *a=2*(*a);}
int main()
{   int n=4;
    functie(&n,&n);
    printf(""%d"", n);
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
procedure functie (var a:integer; var b:integer);
begin
    b:=3*b;
    a:=2*a
end;
var n:integer;
begin
    n:=4;
    functie(n,n);
    write(n)
end.
\end{verbatim}","N/A","eroare","4","6","12","14","24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 27","27.1.","Single","Rezultatul expresiei de mai jos este: Limbajul C++/C: 16 /(-5 \% 3) * 3; Limbajul Pascal: 16 div (-5 mod 3) * 3","N/A","48","-24","-48","-2","2","6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 27","27.2.","Dual","Expresia corespunzătoare penultimei cifre a numărului natural având cel puțin două cifre reținut de variabila întreagă $n$ este:","N/A","n / 10 / 10","n / 10 \% 10","n \% 10 \% 10","n \% 10 / 10","n \% 10 / 100","n / 100 \% 10","n / 10 / 10","n / 10 \% 10","n \% 10 \% 10","n \% 10 / 10","n \% 10 / 100","n / 100 \% 10","n div 10 div 10","n div 10 mod 10","n mod 10 mod 10","n mod 10 div 10","n mod 10 div 100","n div 100 mod 10"
"Varianta 27","27.3.","Single","Afirmația adevărată în privința secvenței de instrucțiuni de mai jos este:
\begin{verbatim}
Limbajul C++/C
d = 1;
while (d * d <= n)
{
    if (n % d == 0)
    {
        d1 = d;
        d2 = n / d;
    }
    d++;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
d := 1;
while d * d <= n do
    begin
        if n mod d = 0 then
            begin
                d1 := d;
                d2 := n div d
            end;
        d := d + 1
    end
\end{verbatim}","N/A","La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține un număr prim.","La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține cubul unui număr prim.","La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține un număr impar.","La final $d1$ ș̦i $d2$ vor fi egale doar dacă $n$ reține un număr par.","La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține 0.","La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține un număr pătrat perfect.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 27","27.4.","Dual","Secvența de instrucțiuni de mai jos ordonează crescător cele $n$ elemente ale tabloului unidimensional $v$, în care primul element este memorat pe poziția 0, dacă punctele de suspensie sunt înlocuite cu:
\begin{verbatim}
Limbajul C++/C
for (i = 0; i < n - 1; i++)
{
    ...
    {
        if (v[j] > v[j+1])
        {
            aux = v[j];
            v[j] = v[j+1];
            v[j+1] = aux;
        }
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
for i := 0 to n - 2 do
    begin
        ...
            begin
                if v[j] > v[j+1] then
                begin
                    aux := v[j];
                    v[j] := v[j+1];
                    v[j+1] := aux
                end;
            end
    end
\end{verbatim}","N/A","for (j=n-2; j>=i; j--)","for (j=0; j<=i; j++)","for (j=n-i; j>=i; j--)","for (j=1; j<i; j++)","for (j=n-1; j>i; j--)","for (j=1; j<=i+1; j++)","for (j=n-2; j>=i; j--)","for (j=0; j<=i; j++)","for (j=n-i; j>=i; j--)","for (j=1; j<i; j++)","for (j=n-1; j>i; j--)","for (j=1; j<=i+1; j++)","for j:=n-2 downto i do","for j:=0 to i do","for j:=n-i downto i do","for j:=1 to i-1 do","for j:=n-1 downto i+1 do","for j:=1 to i+1 do"
"Varianta 27","27.5.","Dual","Subprogramul $\mathbf{f}$ este definit mai jos. O condiție necesară și suficientă pentru ca numărul natural mai mare strict ca 1 reținut de variabila $n$ să fie prim este:
\begin{verbatim}
Limbajul C++/C
int f(int d, int n)
{
    do
    {
        d++;
    }
    while (n % d != 0);
    return d;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(d, n: integer):integer;
begin
repeat
    d := d + 1;
until n mod d = 0;
f := d
end;
\end{verbatim}","N/A","f(2, n)==n","f(2, n)==2","f(1, n)==n","f(1, n)==1","f(1, n-1)==n","f(2, n-1)==2","f(2, n)==n","f(2, n)==2","f(1, n)==n","f(1, n)==1","f(1, n-1)==n","f(2, n-1)==2","f(2, n)=n","f(2, n)=2","f(1, n)=n","f(1, n)=1","f(1, n-1)=n","f(2, n-1)=2"
"Varianta 27","27.6.","Single","Numărul de muchii care trebuie adăugate unui arbore cu 10 vârfuri astfel încât acesta să devină graf complet este:","N/A","9","10","11","35","36","37","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 27","27.7.","Single","Suma elementelor aflate pe diagonala principală a matricei $a$, cu 5 linii și 5 coloane numerotate de la 0 la 4, ale cărei elemente sunt actualizate în secvența de instrucțiuni de mai jos este:
\begin{verbatim}
Limbajul C++/C
n = 5;
for (i = 0; i < n; i++)
{
    for (j = 0; j < n; j++)
    {
        a[i][j] = (n - i) * n - j;
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
n := 5;
for i := 0 to n - 1 do
begin
    for j := 0 to n - 1 do
        begin
            a[i,j] := (n-i)*n - j
        end
end
\end{verbatim}","N/A","15","20","35","55","65","70","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 27","27.8.","Single","O variantă care poate corespunde șirului gradelor interne ale vârfurilor grafului orientat alăturat este:
\includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-156(1)}","images/2025_04_17_46e04c6acd873ea9558dg-156(1)","$(2,1,1,1,0)$","$(1,1,1,1,0)$","$(2,1,0,2,0)$","$(2,0,2,2,0)$","$(2,0,0,3,0)$","$(2,0,1,1,0)$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 27","27.9.","Single","Un algoritm Backtracking generează ultimele două soluții pilo și poli, având ca date de intrare cuvântul poli. O variantă care poate reprezenta descrierea algoritmului este:","N/A","Algoritmul generează în ordine invers lexicografică anagramele cuvântului citit.","Algoritmul generează în ordine lexicografică anagramele cuvântului citit.","Algoritmul generează în ordine lexicografică anagramele cuvântului citit care nu au vocale pe poziții alăturate.","Algoritmul generează în ordine lexicografică anagramele cuvântului citit care nu au consoane pe poziții alăturate.","Algoritmul generează în ordine lexicografică anagramele cuvântului citit care nu au vocale pe ultima poziție.","Algoritmul generează în ordine invers lexicografică anagramele cuvântului citit care nu au consoane pe ultima poziție.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 27","27.10.","Dual","Programul de mai jos afișează pe ecran textul Poli 2020 dacă punctele de suspensie sunt înlocuite cu:
\begin{verbatim}
Limbajul C++/C
#include <stdio.h>
#include <string.h>
int main()
{
    char s[256], t[256];
    strcpy(s,""Politehnica 2020"");
    ...
    strcpy(s + 4, t);
    puts(s);
    return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var s, t: string;
begin
    s:='Politehnica 2020';
    ...
    s:=copy(s, 1, 4) + t;
    writeln(s)
end.
\end{verbatim}","N/A","strcpy(t, strchr (s, ' '));","strcpy(t, strcpy (s, ' '));","strcat(t, strchr (s, '2'));","strcpy(t, strchr (s, "" ""));","strcat(t, strcpy (s, ""2""));","strcpy (t, strchr(s, ""2""));","strcpy(t, strchr (s, ' '));","strcpy(t, strcpy (s, ' '));","strcat(t, strchr (s, '2'));","strcpy(t, strchr (s, "" ""));","strcat(t, strcpy (s, ""2""));","strcpy (t, strchr(s, ""2""));","t:=copy(s, pos(' ', s), 5);","t:=copy(s, copy(' ', s), 4);","t:=s+pos('2', s);","t:=copy(s, pos("" "", s), 5);","t:=copy(s, copy(""2"", s), 4);","t:=copy(s, pos (""2"", s), 5);"
"Varianta 27","27.11.","Single","Subprogramul $f$ este definit mai jos. Valoarea returnată la apelul $f(24,34)$ este:
\begin{verbatim}
Limbajul C++/C
int f(int a, int b)
{
    int r;
    if (a >= b)
    {
        r = a;
    }
    else if (a % 10 == b % 10)
    {
        r = 2 + f(a + 1,b);
    }
    else if (a % 3 == b % 3)
    {
        r = 1 + f(a + 1,b - 1);
    }
    else
    {
        r = f(a, b - 2);
    }
    return r;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(a, b: integer):integer;
var r:integer;
begin
    if a >= b then
        begin
            r := a;
        end
    else
    if a mod 10 = b mod 10 then
        begin
            r := 2 + f(a + 1,b)
        end
    else if a mod 3 = b mod 3
then
        begin
            r := 1 + f(a + 1, b - 1)
        end
    else
        begin
            r := f(a, b - 2)
        end;
    f := r
end;
\end{verbatim}","N/A","30","31","32","33","34","35","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 27","27.12.","Single","Numărul maxim de muchii care pot fi eliminate din graful neorientat alăturat astfel încât acesta să conțină cel puțin trei cicluri elementare distincte este: \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-157}","images/2025_04_17_46e04c6acd873ea9558dg-157","1","6","2","4","5","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 27","27.13.","Single","Se generează în ordine lexicografică vectorii de tați corespunzători tuturor arborilor cu rădăcină având exact 6 noduri. Prin înălțimea unui arbore cu rădăcină înțelegem numărul de muchii ale celui mai lung lanț elementar care unește rădăcina cu un alt nod. A doua soluție corespunzătoare unui arbore cu înălțimea 3 este:","N/A","0 1 2 3 1 1","0 1 1 1 2 5","0 1 1 1 2 6","0 1 1 1 3 5","0 1 1 1 1 2","0 1 1 1 4 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 27","27.14.","Dual","Subprogramul $rad$ de mai jos calculează și returnează cel mai mic număr care ridicat la pătrat este mai mare sau egal cu numărul natural reținut de $x$ (partea întreagă superioară a lui radical din $x$) dacă punctele de suspensie sunt înlocuite cu:
\begin{verbatim}
Limbajul C++/C
int rad(int s, int d, int x)
{
    int rez, m;
    if (s == d)
    {
        rez = s;
    }
    else
    {
        m = (s + d) / 2;
        if (...)
        {
            rez = rad(s, m, x);
        }
        else
        {
            rez = rad(m + 1, d, x);
        }
    }
    return rez;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function rad(s,d,x: integer):integer;
var m, rez:integer;
begin
    if s = d then
        begin
            rez := s
        end
    else
        begin
            m := (s + d) div 2;
            if ... then
                begin
                    rez := rad(s, m, x)
                end
            else
                begin
                    rez := rad(m+1,d, x)
                end
        end;
    rad := rez
end;
\end{verbatim}","N/A","m * m == x","m * m >= x","m * m <= x","m * m > x","m * m < x","m * m != x","m * m == x","m * m >= x","m * m <= x","m * m > x","m * m < x","m * m != x","m * m = x","m * m >= x","m * m <= x","m * m > x","m * m < x","m * m < x"
"Varianta 27","27.15.","Dual","Fie un tablou unidimensional $v$ care reține $n$ numere naturale: $v[0], v[1], \ldots, v[n-1]$ și un număr întreg $t$. Secvența de instrucțiuni de mai jos are ca efect obținerea lungimii maxime $lmax$ a unei subsecvențe $v[k], v[k+1], \ldots, v[k+lmax-1]$ având suma elementelor mai mică sau egală cu $t$ dacă punctele de suspensie sunt înlocuite cu:
\begin{verbatim}
Limbajul C++/C
s = 0;
j = 0;
lmax = 0;
for (i = 0; i < n; i++)
{
    s += v[i];
    while (j <= i && s > t)
    {
        ...
        j++;
    }
    if (i - j + 1 > lmax)
    {
        lmax = i - j + 1;
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
s := 0;
j := 0;
lmax := 0;
for i := 0 to n-1 do
begin
    s := s + v[i];
    while (j<=i) and (s>t) do
    begin
        ...
        j := j + 1
    end;
    if i - j + 1 > lmax then
    begin
        lmax := i - j + 1
    end;
end;
\end{verbatim}","N/A","s+=v[j];","i--;","s-=v[i];","s-=v[j];","s+=v[i];","i++;","s+=v[j];","i--;","s-=v[i];","s-=v[j];","s+=v[i];","i++;","s:=s+v[j];","i:=i-1;","s:=s-v[i];","s:=s-v[j];","s:=s+v[i];","i:=i+1;"
"Varianta 28","28.1.","Single","Expresia corespunzătoare mediei aritmetice a patru numere reale memorate în variabilele $a$, $b$, $c$ şi $d$ este:","N/A","$a+b+c+d / 4$","$(a+b+c+d) * 1 / 2$","$(a+b+c+d) * 0.4$","$(a+b+c+d) * 0.25$","$(a+b+c+d) * 4.0$","$(a+b+c+d) * 1.4$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 28","28.2.","Single","În secvențele de instrucțiuni $S1$ și $S2$ variabilele $n$ și $p$ sunt de tip întreg. Obținerea în variabila $p$ a primei cifre a numărului reținut inițial de $n$ este realizată:
\begin{verbatim}
Limbajul C++/ Limbajul C
//S1
p = n;
while (p > 9)
{
    p /= 10;
}
//S2
do
{
    p = n % 10;
    n /= 10;
}
while (n != 0);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
{S1}
p:= n;
while p > 9 do
    begin
        p:= p div 10
    end
{S2}
repeat
    p = n mod 10;
    n:= n div 10
until n = 0;
\end{verbatim}","N/A","doar de $S1$","doar de $S2$","atât de $S1$, cât și de $S2$","doar folosind o cu totul altă secvență","doar de $S1$, dacă $n$ are o singură cifră","doar de $S2$, dacă $n$ are mai multe cifre","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 28","28.3.","Dual","În urma executării secvenței de instrucțiuni de mai jos variabila $nr$ va reține numărul divizorilor primi ai numărului natural nenul reținut inițial de variabila $n$ dacă punctele de suspensie sunt înlocuite cu:
\begin{verbatim}
Limbajul C++/C
d = 2;
nr = 0;
while (n > 1)
{
    p = 0;
    while (...)
    {
        p = 1;
        n /= d;
    }
    nr += p;
    d++;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
d := 2;
nr := 0;
while n > 1 do
    begin
        p := 0;
        while ... do
            begin
                p := 1;
                n := n div d
            end;
        nr := nr + p;
        d := d + 1
    end
\end{verbatim}","N/A","d * d < n","n < d","n > d","d + d < n","n \% d != 0","n \% d == 0","d * d < n","n < d","n > d","d + d < n","n \% d != 0","n \% d == 0","d * d < n","n < d","n > d","d + d < n","n mod d <> 0","n mod d = 0"
"Varianta 28","28.4.","Dual","Vectorul $v$ are $n$ componente întregi, numerotate de la 0, ordonate crescător. Pentru ca în urma executării secvenței de instrucțiuni de mai jos să se insereze valoarea întreagă reținută de $\mathbf{x}$ în vectorul $\mathbf{v}$ și acesta să rămână ordonat, punctele de suspensie trebuie înlocuite cu:
\begin{verbatim}
Limbajul C++/C
i = n - 1;
while (i >= 0 && v[i] > x)
{
    v[i+1] = v[i];
    i--;
}
...;
n++;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
i := n - 1;
while (i>=O) and (v[i]>x) do
    begin
        v[i+1] := v[i];
        i := i - 1;
    end;
...;
n := n + 1;
\end{verbatim}","N/A","x=v[i+1]","v[i]=x","v[n]=x","v[i-1]=x","v[i+1]=x","v[n+1]=x","x=v[i+1]","v[i]=x","v[n]=x","v[i-1]=x","v[i+1]=x","v[n+1]=x","x:=v[i+1]","v[i]:=x","v[n]:=x","v[i-1]:=x","v[i+1]:=x","v[n+1]:=x"
"Varianta 28","28.5.","Single","În urma executării secvenței de instrucțiuni de mai jos suma elementelor pare ale matricei $a$, cu 5 linii și 5 coloane numerotate de la 0 la 4 va fi:
\begin{verbatim}
Limbajul C++/ Limbajul C
n = 5;
for (i = 0; i < n; i++)
{
    for (j = 0; j < n; j++)
    {
        a[i][j] = i - j + n;
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
n := 5;
for i := 0 to n - 1 do
    begin
        for j := 0 to n - 1 do
            begin
                a[i,j] := i - j + n
            end;
    end;
\end{verbatim}","N/A","20","60","62","64","61","12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 28","28.6.","Single","Subprogramul $f$ este definit mai jos. Apelul care returnează valoarea 0 este:
\begin{verbatim}
Limbajul C++/C
int f(int n)
{
    int r = 0;
    while (r * r < n)
        r++;
    return r * r - n;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(n:integer):integer;
var r:integer;
begin
    r := 0;
    while r * r < n do
        begin
            r := r + 1
        end;
    f := r*r - n
end;
\end{verbatim}","N/A","$f(23)$","$f(225)$","$f(17)$","$f(131)$","$f(122)$","$f(1000)$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 28","28.7.","Single","Un graf orientat tare conex are șirul gradelor externe ale vârfurilor sale $(3,1,1,1)$. Graful nu are arce cu extremitățile identice (bucle). O variantă care poate reprezenta șirul gradelor interne ale vârfurilor grafului este:","N/A","$(6,0,0,0)$","$(2,1,3,2)$","$(2,2,2,0)$","$(1,1,2,2)$","$(1,1,1,2)$","$(0,0,1,5)$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 28","28.8.","Single","Numărul nodurilor terminale (frunze) ale arborelui cu rădăcină corespunzător vectorului de tați $(7,4,0,3,7,3,3,4)$ este:","N/A","3","7","5","0","8","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 28","28.9.","Single","Programul de mai jos afișează numărul aparițiilor caracterului $\mathbf{c}$ în cuvântul $\mathbf{s}$ dacă punctele de suspensie sunt înlocuite cu:
\begin{verbatim}
Limbajul C++/C
#include <stdio.h>
#include <string.h>
int main()
{
    char s[256], c, *p;
    int nr;
    scanf(""%s %c"", s, &c);
    p = strchr (s, c);
    nr = 0;
    while (p != NULL)
    {
        nr++;
        ...;
        p = strchr (s, c);
    }
    printf(""%d"", nr);
    return 0;
}
Limbajul C++/ Limbajul C
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var s: string;
        c: char;
        p, nr: integer;
begin
    readln(s);
    readln(c);
    p := pos(c, s);
    nr := 0;
    while p <> 0 do
        begin
            nr := nr + 1;
            ...;
            p := pos(c, s)
        end;
    writeln(nr)
end.
\end{verbatim}","N/A","delete(s, p, 1)","delete (p, s, 1)","concat(s, p+1, 1)","p:=p+1","concat(s,p,1)","p:=p-1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 28","28.10.","Single","Apelul $s(3)$ al subprogramului $s$ definit mai jos va afișa pe ecran:
\begin{verbatim}
Limbajul C++/C
void s(int n)
{
    int i;
    if (n > 0)
    {
        for (i = 0; i < n; i++)
        {
            printf(""%d"", i);
            s(i - 1);
        }
        printf(""%d"", n);
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
procedure s(n: integer);
var i: integer;
begin
    if n > 0 then
        begin
            for i := 0 to n-1 do
                begin
                    write(i);
                    s(i-1)
                end;
            write(n)
        end
end;
\end{verbatim}","N/A","012301","012031","00120013","01203","0120013","012013","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
